id_departamento,departamento,id_municipio,municipio,id_localidad,localidad,año_servicio,mes_servicio,energia_activa,energia_reactiva,potencia_maxima,dia_demanda_maxima,fecha_demanda_maxima,promedio_diario_horas
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2021,5,4.295,2.401,60.0,lunes,2021 May 10 06:30:00 PM,24.0
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2021,5,4.918,1.494,60.0,martes,2021 May 25 06:45:00 PM,24.0
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2021,5,19.821,11.634,96.0,martes,2021 May 11 07:00:00 PM,24.0
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2021,5,2.842,1.022,60.0,sábado,2021 May 29 06:15:00 PM,24.0
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2021,5,18.638,6.634,60.0,miércoles,2021 May 26 07:00:00 PM,24.0
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2021,5,3.795,1.466,60.0,miércoles,2021 May 05 06:15:00 PM,24.0
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2021,5,2.719,1.876,60.0,miércoles,2021 May 26 06:45:00 PM,24.0
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2021,5,4.428,2.394,60.0,domingo,2021 May 16 08:00:00 PM,24.0
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2021,5,5.578,2.264,60.0,martes,2021 May 25 11:30:00 PM,8.0
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2021,5,20.423,5.268,60.0,miércoles,2021 May 19 06:45:00 PM,24.0
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2021,5,10.326,375.515,60.0,miércoles,2021 May 06 12:00:00 AM,24.0
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2021,5,29.461,9.16,60.0,lunes,2021 May 25 12:45:00 AM,24.0
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2021,5,299.048,130.192,638.0,viernes,2021 May 21 02:45:00 PM,24.0
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2021,5,346.303,160.982,60.0,miércoles,2021 May 05 06:30:00 PM,24.0
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2021,5,23.418,8.498,60.0,sábado,2021 May 22 06:30:00 PM,24.0
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021,5,10.326,769.016,60.0,viernes,2021 May 21 02:15:00 PM,24.0
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021,5,133.752,68.289,60.0,miércoles,2021 May 26 07:00:00 PM,24.0
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2021,6,10.326,8.475,60.0,jueves,2021 Jun 10 02:45:00 PM,24.0
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021,6,100.352,34.091,60.0,jueves,2021 Jun 03 06:30:00 PM,24.0
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2021,6,22.248,9.635,60.0,jueves,2021 Jun 17 03:15:00 PM,24.0
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2021,6,4.629,305.0,60.0,viernes,2021 Jun 18 05:30:00 PM,24.0
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021,6,114.198,50.553,60.0,domingo,2021 Jun 06 07:30:00 PM,14.0
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2021,6,10.326,8.475,60.0,jueves,2021 Jun 17 03:45:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,6,27.979,15.039,60.0,sábado,2021 Jun 19 09:00:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2021,6,6.701,2.324,60.0,lunes,2021 Jun 07 02:45:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,6,18.743,6.651,60.0,martes,2021 Jun 29 10:15:00 PM,24.0
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021,6,14.606,6.595,60.0,sábado,2021 Jun 19 06:45:00 PM,24.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,6,1.137,455.0,60.0,jueves,2021 Jun 03 07:15:00 PM,24.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,6,5.187,2.622,60.0,domingo,2021 Jun 07 12:00:00 AM,24.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,6,5.144,1.989,60.0,sábado,2021 Jun 05 07:00:00 PM,24.0
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2021,6,12.348,7.301,60.0,miércoles,2021 Jun 09 06:45:00 PM,24.0
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2021,6,8.067,3.358,60.0,viernes,2021 Jun 25 04:30:00 PM,24.0
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2021,6,11.594,5.021,60.0,sábado,2021 Jun 12 07:30:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418024,BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA),2021,6,6.346,2.215,60.0,sábado,2021 Jun 26 07:45:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418033,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2021,6,4.352,855.0,60.0,lunes,2021 Jun 21 06:45:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2021,6,3.59,1.456,60.0,sábado,2021 Jun 26 06:30:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2021,6,7.106,2.037,40.0,sábado,2021 Jun 26 07:00:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2021,6,846.0,316.0,60.0,viernes,2021 Jun 04 06:15:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2021,6,11.364,5.167,60.0,viernes,2021 Jun 25 06:45:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2021,6,4.179,1.136,60.0,lunes,2021 Jun 28 08:00:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021,6,4.504,1.712,60.0,jueves,2021 Jun 03 07:15:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2021,6,7.137,4.191,60.0,miércoles,2021 Jun 30 07:00:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2021,6,3.521,682.0,60.0,sábado,2021 Jun 05 07:45:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2021,6,15.392,5.516,60.0,domingo,2021 Jun 13 08:15:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021,6,7.047,4.288,60.0,domingo,2021 Jun 20 06:45:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021,6,10.462,4.312,60.0,sábado,2021 Jun 19 07:45:00 PM,24.0
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2021,6,553.208,210.812,60.0,martes,2021 Jun 29 08:00:00 PM,24.0
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2021,6,282.317,98.813,60.0,domingo,2021 Jun 13 10:15:00 PM,24.0
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2021,6,20.512,7.599,60.0,sábado,2021 Jun 12 07:30:00 PM,24.0
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2021,6,46.537,14.67,60.0,lunes,2021 Jun 28 07:30:00 PM,24.0
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2021,6,638.399,234.941,60.0,jueves,2021 Jun 10 07:00:00 PM,24.0
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2021,6,56.613,20.817,60.0,jueves,2021 Jun 24 07:45:00 PM,24.0
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2021,6,148.007,60.77,60.0,martes,2021 Jun 08 07:15:00 PM,24.0
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077905,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,6,5.274,863.0,60.0,sábado,2021 Jun 19 07:00:00 PM,24.0
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,6,192.293,92.453,60.0,jueves,2021 Jun 03 07:15:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,6,89.218,26.542,60.0,martes,2021 Jun 29 07:30:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,6,12.198,5.787,60.0,martes,2021 Jun 01 02:15:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,6,11.897,3.596,60.0,miércoles,2021 Jun 30 08:45:00 PM,24.0
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO,2025,12,138.439,42.399,2.784,miércoles,2025 Dec 10 06:30:00 PM,2.306
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2021,6,13.748,3.748,60.0,sábado,2021 Jun 19 07:30:00 PM,24.0
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2021,6,71.708,39.399,60.0,sábado,2021 Jun 19 11:30:00 PM,24.0
27,CHOCÓ,27372,JURADÓ,27372000,JURADÓ (JURADÓ - CHOCÓ),2021,6,150.303,68.54,60.0,lunes,2021 Jun 28 07:30:00 PM,24.0
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2021,6,19.853,10.197,76.0,sábado,2021 Jun 12 08:00:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2021,6,10.799,5.055,48.0,martes,2021 Jun 29 07:15:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2021,6,7.572,2.492,60.0,lunes,2021 Jun 29 12:45:00 AM,24.0
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2021,6,229.898,69.451,60.0,martes,2021 Jun 29 07:30:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2021,6,919.0,389.0,60.0,martes,2021 Jun 15 07:45:00 PM,24.0
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2021,6,8.794,3.002,60.0,sábado,2021 Jun 12 01:15:00 PM,24.0
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2021,6,20.048,8.075,60.0,sábado,2021 Jun 05 06:45:00 PM,24.0
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2021,6,15.235,4.545,60.0,sábado,2021 Jun 19 09:45:00 PM,24.0
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2021,6,375.976,132.286,60.0,miércoles,2021 Jun 16 08:00:00 PM,24.0
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2021,7,10.326,8.475,60.0,viernes,2021 Jul 23 02:30:00 PM,24.0
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021,7,101.229,35.227,60.0,viernes,2021 Jul 09 07:00:00 PM,24.0
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2021,7,22.753,10.194,60.0,viernes,2021 Jul 23 07:30:00 PM,24.0
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2021,7,5.563,339.0,60.0,miércoles,2021 Jul 07 07:15:00 PM,24.0
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021,7,107.662,47.536,60.0,miércoles,2021 Jul 07 07:15:00 PM,24.0
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2021,7,10.326,8.475,60.0,lunes,2021 Jul 19 03:45:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,7,28.819,15.362,60.0,sábado,2021 Jul 17 10:45:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2021,7,6.984,2.342,60.0,domingo,2021 Jul 04 02:15:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,7,20.586,7.161,60.0,martes,2021 Jul 13 10:30:00 PM,24.0
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021,7,15.208,6.995,60.0,sábado,2021 Jul 17 06:30:00 PM,9.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,7,10.049,5.073,60.0,sábado,2021 Jul 24 07:15:00 PM,24.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,7,5.762,2.817,60.0,sábado,2021 Jul 10 12:15:00 AM,24.0
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,7,5.23,2.088,60.0,jueves,2021 Jul 08 07:30:00 PM,24.0
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2021,7,12.206,6.91,60.0,sábado,2021 Jul 17 07:00:00 PM,24.0
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2021,7,8.397,3.349,60.0,viernes,2021 Jul 02 07:00:00 PM,24.0
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2021,7,11.919,5.301,60.0,miércoles,2021 Jul 21 07:00:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418024,BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA),2021,7,5.777,2.059,60.0,domingo,2021 Jul 25 07:00:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418033,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2021,7,4.135,854.0,60.0,martes,2021 Jul 06 07:15:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2021,7,3.92,1.615,60.0,viernes,2021 Jul 30 07:00:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418007,LA CONCHA - CONCEPCIÓN NAYA (LOPEZ (MICAY) - CAUCA),2021,7,1.034,247.0,60.0,sábado,2021 Jul 31 06:15:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2021,7,7.66,2.416,40.0,sábado,2021 Jul 31 09:00:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2021,7,7.44,2.566,60.0,domingo,2021 Jul 25 07:30:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2021,7,897.0,334.0,60.0,sábado,2021 Jul 31 05:30:00 PM,24.0
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2021,7,9.865,4.618,60.0,viernes,2021 Jul 23 08:30:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021,7,5.521,2.254,60.0,jueves,2021 Jul 15 08:30:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2021,7,7.378,4.256,60.0,sábado,2021 Jul 10 07:30:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2021,7,8.936,1.727,60.0,sábado,2021 Jul 17 07:30:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2021,7,26.959,9.298,60.0,miércoles,2021 Jul 28 07:15:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021,7,7.033,4.386,60.0,martes,2021 Jul 27 07:45:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021,7,15.828,6.815,60.0,jueves,2021 Jul 15 09:00:00 PM,24.0
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2021,7,4.556,2.748,60.0,martes,2021 Jul 13 07:00:00 PM,24.0
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2021,7,514.513,198.418,60.0,viernes,2021 Jul 23 07:45:00 PM,24.0
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2021,7,337.622,128.121,60.0,domingo,2021 Jul 04 08:00:00 PM,24.0
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2021,7,24.539,8.898,60.0,lunes,2021 Jul 19 07:45:00 PM,24.0
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2021,7,49.047,14.855,60.0,lunes,2021 Jul 19 12:00:00 AM,24.0
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2021,7,674.516,236.268,60.0,jueves,2021 Jul 22 07:45:00 PM,24.0
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2021,7,59.119,20.817,60.0,lunes,2021 Jul 12 07:30:00 PM,24.0
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2021,7,159.362,65.978,60.0,jueves,2021 Jul 22 07:30:00 PM,24.0
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077011,PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,7,5.959,5.988,60.0,viernes,2021 Jul 02 07:00:00 PM,24.0
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,7,206.504,102.075,60.0,martes,2021 Jul 06 07:15:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,7,84.736,24.667,60.0,lunes,2021 Jul 05 07:00:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,7,11.242,5.062,64.0,jueves,2021 Jul 08 07:30:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,7,10.215,3.108,64.0,viernes,2021 Jul 09 07:30:00 PM,24.0
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2021,7,9.421,2.585,60.0,jueves,2021 Jul 22 07:15:00 PM,24.0
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2021,7,70.378,39.934,60.0,viernes,2021 Jul 16 01:30:00 PM,24.0
27,CHOCÓ,27372,JURADÓ,27372000,JURADÓ (JURADÓ - CHOCÓ),2021,7,161.638,74.315,60.0,miércoles,2021 Jul 07 07:45:00 PM,24.0
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2021,7,20.289,10.538,84.0,miércoles,2021 Jul 21 07:45:00 PM,24.0
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425008,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2021,7,3.181,889.0,60.0,jueves,2021 Jul 15 07:15:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2021,7,10.999,5.376,48.0,viernes,2021 Jul 09 08:00:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2021,7,7.175,2.445,60.0,sábado,2021 Jul 24 05:45:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2021,7,250.756,76.581,60.0,jueves,2021 Jul 15 07:45:00 PM,24.0
27,CHOCÓ,27495,NUQUÍ,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2021,7,426.0,75.0,60.0,jueves,2021 Jul 01 09:00:00 PM,24.0
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2021,7,8.633,2.975,60.0,lunes,2021 Jul 26 01:15:00 PM,24.0
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2021,7,21.354,8.561,60.0,sábado,2021 Jul 17 07:45:00 PM,24.0
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2021,7,18.246,5.516,60.0,miércoles,2021 Jul 07 08:30:00 PM,24.0
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2021,7,426.751,151.03,60.0,lunes,2021 Jul 19 08:30:00 PM,24.0
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2021,7,53.463,17.307,60.0,miércoles,2021 Jul 21 07:00:00 PM,24.0
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2021,7,10.326,517.74,60.0,jueves,2021 Jul 29 02:45:00 PM,24.0
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2021,7,72.315,24.881,60.0,viernes,2021 Jul 23 06:46:00 PM,24.0
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2021,7,80.159,30.431,60.0,domingo,2021 Jul 04 12:45:00 AM,24.0
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2021,7,149.997,59.258,60.0,miércoles,2021 Jul 28 06:45:00 PM,24.0
52,NARIÑO,52250,EL CHARCO,52250016,ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO),2021,7,1.321,238.0,60.0,martes,2021 Jul 27 06:45:00 PM,24.0
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2021,7,18.182,8.786,60.0,viernes,2021 Jul 30 08:15:00 PM,24.0
